regionName,cityName
sarangani,general-santos-1
sarangani,glan
sarangani,kiamba
sarangani,maasim
sarangani,maitum
sarangani,malapatan
sarangani,malungon
siquijor,enrique-villanueva
siquijor,larena
siquijor,lazi
siquijor,maria
siquijor,san-juan-6
siquijor,siquijor-1
sorsogon,barcelona
sorsogon,bulan
sorsogon,bulusan
sorsogon,casiguran-1
sorsogon,castilla
sorsogon,donsol
sorsogon,gubat
sorsogon,irosin
sorsogon,juban
sorsogon,magallanes-2
sorsogon,matnog
sorsogon,pilar-5
sorsogon,prieto-diaz
sorsogon,santa-magdalena
sorsogon,sorsogon-1
south-cotabato,banga-1
south-cotabato,general-santos-city
south-cotabato,koronadal-1
south-cotabato,lake-sebu
south-cotabato,norala
south-cotabato,polomolok
south-cotabato,santo-nino-2
south-cotabato,surallah-1
south-cotabato,tampakan
south-cotabato,tantangan-1
south-cotabato,tboli
south-cotabato,tupi
southern-leyte,anahawan
southern-leyte,bontoc-1
southern-leyte,hinunangan
southern-leyte,hinundayan
southern-leyte,libagon
southern-leyte,liloan-1
southern-leyte,limasawa
southern-leyte,maasin-1
southern-leyte,macrohon
southern-leyte,malitbog-1
southern-leyte,padre-burgos-1
southern-leyte,pintuyan
southern-leyte,sagod
southern-leyte,saint-bernard
southern-leyte,san-francisco-2
southern-leyte,san-juan-7
southern-leyte,san-ricardo
southern-leyte,silago
southern-leyte,tomas-oppus
sultan-kudarat,bagumbayan
sultan-kudarat,columbio
sultan-kudarat,esperanza-1
sultan-kudarat,isulan
sultan-kudarat,kalamansig
sultan-kudarat,lambayong
sultan-kudarat,lebak
sultan-kudarat,lutayan
sultan-kudarat,palimbang
sultan-kudarat,president-quirino
sultan-kudarat,senator-ninoy-aquino
sultan-kudarat,tacurong
surigao-del-norte,alegria-1
surigao-del-norte,bacuag
surigao-del-norte,basilia
surigao-del-norte,burgos-5
surigao-del-norte,claver
surigao-del-norte,dapa
surigao-del-norte,del-carmen
surigao-del-norte,general-luna-1
surigao-del-norte,gigaquit
surigao-del-norte,mainit
surigao-del-norte,malimono
surigao-del-norte,pilar-6
surigao-del-norte,placer-1
surigao-del-norte,san-benito
surigao-del-norte,san-fransisco-1
surigao-del-norte,san-isidro-8
surigao-del-norte,santa-monica
surigao-del-norte,sison-1
surigao-del-norte,socorro-1
surigao-del-norte,surigao
surigao-del-norte,tagana-an
surigao-del-norte,tubod-1
tarlac,anao
tarlac,bamban
tarlac,camiling
tarlac,capas
tarlac,concepcion-3
tarlac,gerona
tarlac,la-paz-3
tarlac,mayantoc
tarlac,moncada
tarlac,paniqui
tarlac,pura
tarlac,ramos
tarlac,san-clemente
tarlac,san-jose-9
tarlac,san-manual
tarlac,santa-ignacia
tarlac,tarlac-1
tarlac,victoria-3
zambales,botolan
zambales,cabangan
zambales,candelaria-1
zambales,castillejos
zambales,iba
zambales,masinloc
zambales,olongapo
zambales,palauig
zambales,san-antonio-3
zambales,san-felipe
zambales,san-marcelino
zambales,san-narciso-1
zambales,santa-cruz-5
zambales,subic
zamboanga-del-norte,bacungan
zamboanga-del-norte,baliguian
zamboanga-del-norte,city-of-isabela
zamboanga-del-norte,dapitan
zamboanga-del-norte,dipolog
zamboanga-del-norte,godod
zamboanga-del-norte,jose-dalman
zamboanga-del-norte,kalawit
zamboanga-del-norte,katipunan
zamboanga-del-norte,la-libertad-1
zamboanga-del-norte,manukan
zamboanga-del-norte,mutia
zamboanga-del-norte,pinan
zamboanga-del-norte,polanco
zamboanga-del-norte,president-manuel-a-roxas
zamboanga-del-norte,rizal-7
zamboanga-del-norte,sergio-osmena-sr
zamboanga-del-norte,siayan
zamboanga-del-norte,sibuco
zamboanga-del-norte,sibutad
zamboanga-del-norte,sindangan
zamboanga-del-norte,sirawai
zamboanga-del-norte,tampilisan
zamboanga-del-sur,aurora-2
zamboanga-del-sur,bayog
zamboanga-del-sur,dimataling
zamboanga-del-sur,dinas
zamboanga-del-sur,dumalinao
zamboanga-del-sur,dumingag
zamboanga-del-sur,guipos
zamboanga-del-sur,josefina
zamboanga-del-sur,kumalarang
zamboanga-del-sur,labangan
zamboanga-del-sur,lakewood
zamboanga-del-sur,lapuyan
zamboanga-del-sur,mahayag
zamboanga-del-sur,margosatubig
zamboanga-del-sur,midsalip
zamboanga-del-sur,molave
zamboanga-del-sur,pagadian
zamboanga-del-sur,pitogo-1
zamboanga-del-sur,ramon-magsaysay
zamboanga-del-sur,san-miguel-6
zamboanga-del-sur,san-pablo-2
zamboanga-del-sur,sominot
zamboanga-del-sur,tabina
zamboanga-del-sur,tambulig
zamboanga-del-sur,tigbao
zamboanga-del-sur,tukuran
zamboanga-del-sur,vincenzo-a-sagun
zamboanga-del-sur,zamboanga
zamboanga-sibugay,alicia-2
zamboanga-sibugay,buug
zamboanga-sibugay,diplahan
zamboanga-sibugay,imelda
zamboanga-sibugay,ipil
zamboanga-sibugay,kabasalan
zamboanga-sibugay,mabuhay
zamboanga-sibugay,malangas
zamboanga-sibugay,naga-2
zamboanga-sibugay,olutanga
zamboanga-sibugay,payao
zamboanga-sibugay,roseller-lim
zamboanga-sibugay,siayan-1
zamboanga-sibugay,talusan
zamboanga-sibugay,titay
zamboanga-sibugay,tungawan
