ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"84.204.40.156","anonymous","AS20632","RU","PJSC MegaFon","45","JSC PeterStar","8080","http","814","482","2022-11-21T14:02:28.797Z","100","341","342"
"213.32.253.99","elite","AS206206","IQ","Kurdistan Net Company for Computer and Internet Ltd.","82","Exabyt","8080","https","924","476","2022-11-21T14:09:22.570Z","100","455","457"
"181.189.246.100","anonymous","AS27696","HN","Columbus Networks de Honduras S. de R.L.","134","Columbus Networks de Honduras S. de R.L","999","https","1187","476","2022-11-21T14:04:02.244Z","97","391","403"
"201.168.65.199","anonymous","AS19332","MX","Marcatel Com, S.A. de C.V.","120","Marcatel Com, S.A. de C.V","999","http","1260","470","2022-11-21T14:03:16.220Z","99","394","396"
"95.213.135.148","anonymous","AS50340","RU","SELECTEL","47","N/A","3128","https","1243","469","2022-11-21T14:07:16.413Z","100","454","454"
"94.229.45.6","elite","AS48326","SK","DataNetworks s.r.o.","31","ChronixNET s.r.o.","8118","http","1299","467","2022-11-21T14:03:08.841Z","100","456","456"
"39.107.120.65","anonymous","AS37963","CN","Hangzhou Alibaba Advertising Co","180","Aliyun Computing Co., LTD","6666","http","1261","465","2022-11-21T14:05:22.690Z","99","439","445"
"139.255.5.98","anonymous","AS9905","ID","PT. LINKNET","188","N/A","8080","http","1206","464","2022-11-21T14:09:13.615Z","99","350","352"
"103.135.7.6","anonymous","AS38320","ID","PT Maxindo Mitra Solusi","185","CV. CAHAYA WIJAYA LESTARI","37777","https","1224","459","2022-11-21T14:03:02.975Z","99","436","439"
"179.49.117.226","anonymous","AS262234","HN","Asociacion De Servicio De Internet S. De RL.","132","Asociacion De Servicio De Internet S. De RL","999","http","1225","458","2022-11-21T14:04:54.269Z","99","453","456"
"131.72.69.41","anonymous","AS61758","BR","TOP NET SERVIÇOS LTDA","202","SupriNet Telecom","45005","http","1360","457","2022-11-21T14:01:58.798Z","99","430","433"
"91.191.27.149","elite","AS35567","BA","DASTO Semtel doo","55","N/A","9812","http","1318","457","2022-11-21T14:03:34.557Z","96","346","362"
"103.215.207.85","anonymous","AS134004","IN","Gurudev Communication","143","N/A","82","http","1494","455","2022-11-21T14:06:39.119Z","86","353","412"
"79.110.40.129","anonymous","AS57287","CZ","OtavaNet s.r.o.","28","OtavaNet s.r.o","8080","https","1234","454","2022-11-21T14:04:31.479Z","100","455","455"
"103.245.164.78","anonymous","AS56309","TH","Siamdata Communication Co.","192","Siamdata (Lao) Co., Ltd","3128","https","1238","451","2022-11-21T14:07:55.924Z","99","393","396"
"131.72.69.40","anonymous","AS61758","BR","TOP NET SERVIÇOS LTDA","193","SupriNet Telecom","45005","http","1256","444","2022-11-21T14:08:19.810Z","100","335","336"
"5.56.133.140","elite","AS50673","AE","Serverius","12","Kako Host Communications Inc.","8080","http","1246","441","2022-11-21T14:08:16.747Z","98","338","346"
"103.19.58.113","anonymous","AS132637","ID","BITSNET","168","N/A","8080","http","1125","439","2022-11-21T14:02:57.098Z","98","442","449"
"177.69.180.171","anonymous","AS16735","BR","ALGAR TELECOM S/A","235","ALGAR TELECOM S/A","8080","http","1229","433","2022-11-21T14:06:54.398Z","96","361","377"
"193.151.136.176","anonymous","AS60077","IR","Asre Dadeha Asiatech","84","Asiatech Data Transmission company","3128","http","1357","433","2022-11-21T14:03:28.001Z","98","362","371"
"104.37.101.97","anonymous","AS63060","US","ALTIUS Broadband, LLC","103","ALTIUS Broadband, LLC","8181","http","1271","430","2022-11-21T14:04:19.306Z","96","430","448"
"64.56.216.81","anonymous","AS63238","US","Upchurch Telecom & Data, Inc.","115","Upchurch Telecom & Data, Inc.","8080","http","1169","429","2022-11-21T14:01:24.016Z","100","391","392"
"199.247.21.21","elite","AS20473","DE","The Constant Company","10","Vultr Holdings LLC Frankfurt","8090","http","1224","427","2022-11-21T14:08:54.472Z","100","434","434"
"143.208.84.58","anonymous","AS265125","BR","V. GRAZIOLI & CIA. LTDA. - ME","213","V. GRAZIOLI & CIA. LTDA. - ME","8080","http","68","423","2022-11-21T14:09:31.140Z","25","83","336"
"193.151.136.237","anonymous","AS60077","IR","Asre Dadeha Asiatech","84","Asiatech Data Transmission company","3128","http","1346","422","2022-11-21T14:07:42.781Z","82","288","350"
"104.168.117.68","anonymous","AS36352","US","ColoCrossing","90","Global Cloud Line","3888","https","1254","419","2022-11-21T14:05:43.057Z","100","392","393"
"103.11.106.48","anonymous","AS58482","ID","PT. Pascal Indonesia","181","N/A","8080","http","511","419","2022-11-21T14:09:28.280Z","92","311","338"
"159.203.61.169","elite","AS14061","CA","DigitalOcean, LLC","94","Digital Ocean","8080","http","1261","417","2022-11-21T14:02:25.686Z","100","455","455"
"139.255.10.234","anonymous","AS9905","ID","PT. LINKNET","185","N/A","8080","http","1269","415","2022-11-21T14:06:31.497Z","96","438","454"
"104.37.101.65","anonymous","AS63060","US","ALTIUS Broadband, LLC","109","ALTIUS Broadband, LLC","8181","http","847","414","2022-11-21T14:01:11.882Z","97","443","456"
"8.242.172.174","anonymous","AS3549","CO","CTL Colombia","150","Home TV Comunicaciones","8080","http","1268","414","2022-11-21T14:06:45.445Z","99","397","403"
"212.156.123.218","elite","AS9121","TR","Turk Telekomunikasyon A.S","50","TurkTelekom","8080","https","1305","413","2022-11-21T14:05:12.517Z","99","396","398"
"103.80.81.65","anonymous","AS64300","ID","Jaringanku Sarana Nusantara","202","N/A","3125","https","1153","410","2022-11-21T14:03:06.504Z","97","391","402"
"45.235.14.253","anonymous","AS266783","EC","Anibal Humberto Enriquez Moncayo(Comunicate)","160","Anibal Humberto Enriquez Moncayo(Comunicate)","999","http","1264","410","2022-11-21T14:09:08.662Z","100","398","400"
"1.1.189.58","anonymous","AS23969","TH","TOT Public Company Limited","177","TOT Public Company Limited","8080","http","1290","409","2022-11-21T14:05:33.219Z","94","427","452"
"181.224.253.29","anonymous","AS262253","PE","Econocable Media SAC","201","Econocable Media SAC","8080","http","157","407","2022-11-21T14:09:29.643Z","99","329","334"
"218.204.153.156","elite","AS9808","CN","China Mobile communications corporation","283","China Mobile Communications Corporation","8080","http","1193","406","2022-11-21T14:06:36.814Z","82","308","374"
"104.37.102.181","anonymous","AS63060","US","ALTIUS Broadband, LLC","100","ALTIUS Broadband, LLC","8181","http","1260","403","2022-11-21T14:03:34.888Z","98","442","449"
"39.107.46.15","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","180","Aliyun Computing Co., LTD","9091","http","1142","403","2022-11-21T14:06:35.090Z","97","393","407"
"139.255.72.220","anonymous","AS9905","ID","PT. LINKNET","221","N/A","8080","http","1275","402","2022-11-21T14:05:16.749Z","99","447","450"
"103.245.164.79","anonymous","AS56309","TH","Siamdata Communication Co.","189","Siamdata (Lao) Co., Ltd","3128","https","1194","401","2022-11-21T14:08:52.120Z","99","393","397"
"104.37.100.33","anonymous","AS63060","US","ALTIUS Broadband, LLC","101","ALTIUS Broadband, LLC","8282","http","1189","400","2022-11-21T14:03:55.654Z","98","401","408"
"103.80.81.66","anonymous","AS64300","ID","Jaringanku Sarana Nusantara","232","N/A","3125","https","1166","398","2022-11-21T14:02:49.897Z","97","391","402"
"185.202.113.112","anonymous","AS212552","DE","BitCommand LLC","21","N/A","3128","http","1223","395","2022-11-21T14:01:45.833Z","99","415","418"
"45.76.166.55","anonymous","AS20473","US","The Constant Company","83","Vultr Holdings, LLC","3128","https","1258","392","2022-11-21T14:02:00.346Z","100","397","397"
"64.224.255.173","anonymous","AS395748","US","NetSpeed LLC","75","NetSpeed LLC","8080","http","1265","391","2022-11-21T14:07:04.693Z","100","412","412"
"188.136.142.8","anonymous","AS48309","IR","Ariana Gostar Spadana's","88","N/A","8085","http","1217","391","2022-11-21T14:02:34.913Z","95","347","367"
"203.170.66.77","anonymous","AS17539","PK","Netsol CONNECT LHE Core","142","N/A","8080","http","1280","388","2022-11-21T14:08:48.967Z","96","369","386"
"45.225.205.16","anonymous","AS265858","CL","Netdelsur Telecomunicaciones SPA","208","Netdelsur Telecomunicaciones SPA","999","http","1160","388","2022-11-21T14:06:32.769Z","99","330","335"
"113.252.185.184","elite","AS9304","HK","HGC Global Communications Limited","216","HGC Global Communications Limited","3128","https","1244","387","2022-11-21T14:03:00.299Z","95","392","413"
"193.138.178.6","anonymous","AS34241","RU","New Communication Technologies","75","OOO New Communication Technologies","8282","http","1235","384","2022-11-21T14:03:57.233Z","100","456","457"
"165.22.3.209","anonymous","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","3128","https","1228","384","2022-11-21T14:02:20.709Z","100","423","424"
"104.37.101.225","anonymous","AS63060","US","ALTIUS Broadband, LLC","100","ALTIUS Broadband, LLC","8282","http","1192","384","2022-11-21T14:01:46.655Z","98","385","391"
"106.14.237.51","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","240","Aliyun Computing Co., LTD","3389","http","1295","380","2022-11-21T14:05:39.530Z","97","432","445"
"189.90.118.238","anonymous","AS262808","BR","Brasilnet Telecomunicações Ltda ME","191","Brasilnet Telecomunicações Ltda ME","3128","https","1133","379","2022-11-21T14:06:50.975Z","100","437","439"
"138.118.200.181","anonymous","AS270073","VE","Iguana Network Services C.A.","156","Iguana Network Services C.A","999","http","1095","377","2022-11-21T14:01:11.886Z","97","325","335"
"103.52.144.242","anonymous","AS59147","ID","PT Bandhawa Tri Tirta","173","N/A","8080","http","50","373","2022-11-21T14:09:31.986Z","99","338","340"
"139.162.102.215","elite","AS63949","JP","Linode, LLC","228","Linode, LLC","38118","http","1288","368","2022-11-21T14:05:13.687Z","100","394","394"
"154.64.219.41","anonymous","AS21559","US","OSNET Wireless","138","OSNet Wireless","8888","http","1228","349","2022-11-21T14:01:48.540Z","86","392","456"
"119.2.48.121","anonymous","AS55666","ID","GMEDIA","191","N/A","8080","http","830","349","2022-11-21T14:01:11.682Z","34","153","454"
"193.3.40.250","anonymous","AS44533","UA","Davydov","83","Inna Grigorevna Khoruzhaya","8080","http","1315","346","2022-11-21T14:01:15.247Z","100","424","424"
"49.128.181.197","anonymous","AS55666","ID","GMEDIA","189","N/A","8080","http","1261","333","2022-11-21T14:05:30.531Z","99","376","381"
"198.24.187.93","elite","AS19437","US","Secured Servers LLC","83","Secured Servers LLC","8001","https","1209","332","2022-11-21T14:06:19.653Z","100","434","434"
"182.253.107.212","anonymous","AS17451","ID","BIZNET","185","N/A","8080","http","1312","313","2022-11-21T14:07:33.260Z","99","450","456"
"82.99.219.206","elite","AS60976","IR","ParsOnline Co","90","N/A","3128","http","138","309","2022-11-21T14:09:29.566Z","98","331","339"
"202.152.143.64","anonymous","AS23951","ID","PT Jembatan Citra Nusantara","194","N/A","3128","http","1192","306","2022-11-21T14:07:38.433Z","100","453","455"
"79.175.0.121","elite","AS12418","RU","Prostor Telecomm","41","N/A","80","http","1168","287","2022-11-21T14:06:20.447Z","98","405","415"
