"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"399","0 Fountain Road, Fordsburg, Johannesburg","513","1500 Ntokozweni Street, Dlamini, Soweto","07/31/2016 - 08/28/2016, Every day, Daily Average",1432,1053,1946
"399","0 Fountain Road, Fordsburg, Johannesburg","514","200 Klolo Street, Pimville Zone 7, Pimville","07/31/2016 - 08/28/2016, Every day, Daily Average",1234,881,1727
"399","0 Fountain Road, Fordsburg, Johannesburg","517","100 Turf Avenue, Eldorado Park, Soweto","07/31/2016 - 08/28/2016, Every day, Daily Average",1078,773,1503
"399","0 Fountain Road, Fordsburg, Johannesburg","518","0 San Salvador Street, Klipspruit West, Soweto","07/31/2016 - 08/28/2016, Every day, Daily Average",1223,903,1655
"399","0 Fountain Road, Fordsburg, Johannesburg","519","0 Cheetah Avenue, Lenasia","07/31/2016 - 08/28/2016, Every day, Daily Average",1375,1011,1868
"399","0 Fountain Road, Fordsburg, Johannesburg","520","0 Perseus Street, Lenasia","07/31/2016 - 08/28/2016, Every day, Daily Average",1164,848,1595
"399","0 Fountain Road, Fordsburg, Johannesburg","521","Golden Highway, City of Johannesburg Metropolitan Municipality, Gauteng, South Africa","07/31/2016 - 08/28/2016, Every day, Daily Average",1013,694,1476
"399","0 Fountain Road, Fordsburg, Johannesburg","522","Golden Highway, City of Johannesburg Metropolitan Municipality, Gauteng, South Africa","07/31/2016 - 08/28/2016, Every day, Daily Average",1320,953,1826
"399","0 Fountain Road, Fordsburg, Johannesburg","523","M10, Roodepoort 302-Iq","07/31/2016 - 08/28/2016, Every day, Daily Average",1825,1337,2490
"399","0 Fountain Road, Fordsburg, Johannesburg","529","0 Mount Cook Street, Lenasia South, Lenasia South","07/31/2016 - 08/28/2016, Every day, Daily Average",1678,1052,2676
"399","0 Fountain Road, Fordsburg, Johannesburg","530","R557, City of Johannesburg Metropolitan Municipality, Gauteng, South Africa","07/31/2016 - 08/28/2016, Every day, Daily Average",1410,1095,1813
"399","0 Fountain Road, Fordsburg, Johannesburg","535","0 Balder Road, Douglasdale, Sandton","07/31/2016 - 08/28/2016, Every day, Daily Average",1778,1262,2504
"399","0 Fountain Road, Fordsburg, Johannesburg","542","0 Kei Road, Farrarmere, Benoni","07/31/2016 - 08/28/2016, Every day, Daily Average",2122,1277,3523
"399","0 Fountain Road, Fordsburg, Johannesburg","552","0 Highveld Road, Kempton Park, Kempton Park","07/31/2016 - 08/28/2016, Every day, Daily Average",1828,1178,2836
"399","0 Fountain Road, Fordsburg, Johannesburg","553","Lovato Road, Spartan, Kempton Park","07/31/2016 - 08/28/2016, Every day, Daily Average",1162,848,1591
"399","0 Fountain Road, Fordsburg, Johannesburg","554","0 Andre Greyvensteyn Avenue, Isando, Kempton Park","07/31/2016 - 08/28/2016, Every day, Daily Average",1234,901,1689
"399","0 Fountain Road, Fordsburg, Johannesburg","555","0 Fortress Street, Rhodesfield, Kempton Park","07/31/2016 - 08/28/2016, Every day, Daily Average",1311,957,1794
"399","0 Fountain Road, Fordsburg, Johannesburg","556","0 Jones Road, O.R. Tambo, Kempton Park","07/31/2016 - 08/28/2016, Every day, Daily Average",2043,1256,3321
"399","0 Fountain Road, Fordsburg, Johannesburg","557","0 O R Tambo Airport, O R Tambo Airport Road, Kempton Park, Johannesburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1404,1041,1892
"399","0 Fountain Road, Fordsburg, Johannesburg","560","0 Greeff Street, Eden Glen, Edenvale","07/31/2016 - 08/28/2016, Every day, Daily Average",1299,900,1873
"399","0 Fountain Road, Fordsburg, Johannesburg","561","0 Essex Street, Rietfontein 63-Ir, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",1121,784,1602
"399","0 Fountain Road, Fordsburg, Johannesburg","562","0 Jordaan Street, Eastleigh, Edenvale","07/31/2016 - 08/28/2016, Every day, Daily Average",1078,757,1533
"399","0 Fountain Road, Fordsburg, Johannesburg","563","0 10th Avenue, Edenvale, Edenvale","07/31/2016 - 08/28/2016, Every day, Daily Average",1486,940,2348
"399","0 Fountain Road, Fordsburg, Johannesburg","565","0 Milner Avenue, Saint Andrews, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",919,603,1398
"399","0 Fountain Road, Fordsburg, Johannesburg","567","0 Peronne Road, Delville, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",1045,685,1592
"399","0 Fountain Road, Fordsburg, Johannesburg","569","0 Heron Street, Dowerglen, Edenvale","07/31/2016 - 08/28/2016, Every day, Daily Average",1001,662,1512
"399","0 Fountain Road, Fordsburg, Johannesburg","570","0 Koedoe Street, Sunnyridge, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",1497,900,2488
"399","0 Fountain Road, Fordsburg, Johannesburg","571","0 Bowling Road, Bedfordview, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",731,491,1086
"399","0 Fountain Road, Fordsburg, Johannesburg","572","0 Cherry Lane, Bedfordview, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",769,529,1117
"399","0 Fountain Road, Fordsburg, Johannesburg","573","Francois Oberholzer Freeway, Elandsfontein 90-Ir, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",542,374,784
"399","0 Fountain Road, Fordsburg, Johannesburg","574","0 Simgold Street, Simmerfield, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",593,418,841
"399","0 Fountain Road, Fordsburg, Johannesburg","578","0 Rand Airport Road, Airport Park, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",990,592,1654
"399","0 Fountain Road, Fordsburg, Johannesburg","579","0 5th Avenue, Lambton, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",1156,773,1727
"399","0 Fountain Road, Fordsburg, Johannesburg","580","0 Els Street, Elsburg, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",1386,879,2182
"399","0 Fountain Road, Fordsburg, Johannesburg","583","0 Davidson Road, Wadeville, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",1116,776,1603
"399","0 Fountain Road, Fordsburg, Johannesburg","584","0 Black Reef Road, Union, Germiston","07/31/2016 - 08/28/2016, Every day, Daily Average",1028,705,1497
"399","0 Fountain Road, Fordsburg, Johannesburg","585","0 Voortrekker Road, South Crest, Alberton","07/31/2016 - 08/28/2016, Every day, Daily Average",933,628,1385
"399","0 Fountain Road, Fordsburg, Johannesburg","586","0 Elands Road, Florentia, Alberton","07/31/2016 - 08/28/2016, Every day, Daily Average",1062,646,1743
"399","0 Fountain Road, Fordsburg, Johannesburg","587","0 Michelle Avenue, Randhart, Alberton","07/31/2016 - 08/28/2016, Every day, Daily Average",1150,791,1671
"399","0 Fountain Road, Fordsburg, Johannesburg","588","0 Woodpecker Close, Meyersdal Nature Estate, Alberton","07/31/2016 - 08/28/2016, Every day, Daily Average",1214,816,1804
"399","0 Fountain Road, Fordsburg, Johannesburg","589","0 Begonia Street, Brackenhurst, Alberton","07/31/2016 - 08/28/2016, Every day, Daily Average",1367,758,2462
"399","0 Fountain Road, Fordsburg, Johannesburg","590","0 Ruby Street, Mayberry Park, Alberton","07/31/2016 - 08/28/2016, Every day, Daily Average",1361,969,1910
"399","0 Fountain Road, Fordsburg, Johannesburg","591","0 Statler Street, Alrode South, Alberton","07/31/2016 - 08/28/2016, Every day, Daily Average",1626,1187,2226
"399","0 Fountain Road, Fordsburg, Johannesburg","592","100 Binda Street, Credi, Katlehong","07/31/2016 - 08/28/2016, Every day, Daily Average",1213,797,1844
"399","0 Fountain Road, Fordsburg, Johannesburg","594","Barry Marais Road, Boksburg, Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1687,1131,2516
"399","0 Fountain Road, Fordsburg, Johannesburg","595","0 Van Der Post Avenue, Parkrand, Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1594,1108,2292
"399","0 Fountain Road, Fordsburg, Johannesburg","598","0 De Wet Street, Cinderella, Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1629,1060,2501
"399","0 Fountain Road, Fordsburg, Johannesburg","602","Crescent, Othandweni, Thokoza","07/31/2016 - 08/28/2016, Every day, Daily Average",1873,1362,2575
"399","0 Fountain Road, Fordsburg, Johannesburg","605","0 Sunnyside Avenue, Lakefield, Benoni","07/31/2016 - 08/28/2016, Every day, Daily Average",2568,1422,4634
"399","0 Fountain Road, Fordsburg, Johannesburg","610","Moagi Road, Vosloorus, Vosloorus","07/31/2016 - 08/28/2016, Every day, Daily Average",1583,1143,2191
"399","0 Fountain Road, Fordsburg, Johannesburg","611","0 Jack Rabie Avenue, Reiger Park, Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1571,989,2493
"399","0 Fountain Road, Fordsburg, Johannesburg","616","0 Madeley Road, Driefontein 85-Ir, Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",2157,1118,4158
"399","0 Fountain Road, Fordsburg, Johannesburg","617","0 Malcolm Moodie Crescent, Jet Park, Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1614,1012,2573
"399","0 Fountain Road, Fordsburg, Johannesburg","619","0 Roman Road, Impala Park (Witkoppie Ridge), Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",1817,1112,2966
"399","0 Fountain Road, Fordsburg, Johannesburg","620","600 Trichardts Road, Beyers Park, Boksburg","07/31/2016 - 08/28/2016, Every day, Daily Average",2145,1068,4307
"399","0 Fountain Road, Fordsburg, Johannesburg","652","100 Mary Moodley Street, Tamboville, Brakpan","07/31/2016 - 08/28/2016, Every day, Daily Average",1830,1241,2697
"399","0 Fountain Road, Fordsburg, Johannesburg","656","0 Lower Road, Rand Collieries SH, Brakpan","07/31/2016 - 08/28/2016, Every day, Daily Average",1898,1302,2764
"399","0 Fountain Road, Fordsburg, Johannesburg","725","R550, De Deur","07/31/2016 - 08/28/2016, Every day, Daily Average",1109,842,1459
"399","0 Fountain Road, Fordsburg, Johannesburg","814","R41, Rietvallei 241-Iq, Krugersdorp","07/31/2016 - 08/28/2016, Every day, Daily Average",1817,1503,2195
"399","0 Fountain Road, Fordsburg, Johannesburg","817","Chamdor Road, Witpoortje 245 IQ, Krugersdorp","07/31/2016 - 08/28/2016, Every day, Daily Average",1999,1591,2511
"399","0 Fountain Road, Fordsburg, Johannesburg","866","0 3rd Street, West Rand AH, Westonaria","07/31/2016 - 08/28/2016, Every day, Daily Average",1591,1166,2169
"399","0 Fountain Road, Fordsburg, Johannesburg","933","0 Booysens Station, Stafford, Johannesburg","07/31/2016 - 08/28/2016, Every day, Daily Average",168,54,514
"399","0 Fountain Road, Fordsburg, Johannesburg","934","0 Short Street, Booysens, Johannesburg","07/31/2016 - 08/28/2016, Every day, Daily Average",251,143,438
