"Origin Movement ID","Origin Display Name","Origin Geometry","Destination Movement ID","Destination Display Name","Destination Geometry","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1942","Bondi Beach - North Bondi (1942)","[[151.26203,-33.88842],[151.26209,-33.88804],[151.26274,-33.88795],[151.26383,-33.8881],[151.2643,-33.88799],[151.26624,-33.88674],[151.26795,-33.88501],[151.27354,-33.88531],[151.2735,-33.88572],[151.27031,-33.88913],[151.26732,-33.889],[151.26729,-33.88914],[151.2694,-33.89052],[151.26819,-33.89117],[151.26703,-33.89093],[151.26695,-33.89101],[151.26723,-33.8912],[151.26678,-33.89169],[151.26428,-33.89011],[151.2636,-33.89007],[151.26363,-33.88962],[151.2626,-33.88918],[151.26261,-33.88836],[151.26203,-33.88842]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1155,880,1514
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1943","Bondi Beach - North Bondi (1943)","[[151.27031,-33.88913],[151.2735,-33.88572],[151.27646,-33.88763],[151.27338,-33.8909],[151.27091,-33.88927],[151.27031,-33.88913]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1325,1017,1725
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1944","Bondi Beach - North Bondi (1944)","[[151.27354,-33.88531],[151.26795,-33.88501],[151.26964,-33.88248],[151.27034,-33.88104],[151.27045,-33.8791],[151.27088,-33.87916],[151.27096,-33.87875],[151.27324,-33.87907],[151.27329,-33.87884],[151.27348,-33.87886],[151.27352,-33.87854],[151.27364,-33.87855],[151.27372,-33.87805],[151.27483,-33.87816],[151.27473,-33.87867],[151.27733,-33.87894],[151.2774,-33.87859],[151.27751,-33.8786],[151.27685,-33.88212],[151.27664,-33.88208],[151.27599,-33.88545],[151.27354,-33.88531]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1182,905,1543
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1945","Bondi Beach - North Bondi (1945)","[[151.27751,-33.8786],[151.27802,-33.87878],[151.27792,-33.87932],[151.27822,-33.87983],[151.27834,-33.87972],[151.27906,-33.87985],[151.27902,-33.88011],[151.27933,-33.88015],[151.27921,-33.88079],[151.28056,-33.88097],[151.28058,-33.88155],[151.28151,-33.88168],[151.28141,-33.88279],[151.28467,-33.88334],[151.28472,-33.88361],[151.28514,-33.88389],[151.28515,-33.88478],[151.28561,-33.88539],[151.28541,-33.88556],[151.28582,-33.88597],[151.28573,-33.88697],[151.28598,-33.88772],[151.28548,-33.88976],[151.28343,-33.88851],[151.28323,-33.88803],[151.28332,-33.88774],[151.28437,-33.88679],[151.28424,-33.88588],[151.27599,-33.88545],[151.27664,-33.88208],[151.27685,-33.88212],[151.27751,-33.8786]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1179,998,1391
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1947","Bondi Junction - Waverly (1947)","[[151.25417,-33.90672],[151.25373,-33.90593],[151.25392,-33.90501],[151.25266,-33.90484],[151.25362,-33.90032],[151.25703,-33.90071],[151.257,-33.90084],[151.258,-33.90097],[151.2578,-33.90228],[151.25673,-33.90212],[151.25646,-33.90317],[151.25744,-33.9052],[151.25927,-33.90565],[151.25982,-33.9064],[151.25956,-33.90792],[151.25685,-33.90752],[151.25662,-33.90709],[151.25417,-33.90672]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1126,893,1418
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1948","Bondi Junction - Waverly (1948)","[[151.24482,-33.90284],[151.24278,-33.90254],[151.2416,-33.90274],[151.24246,-33.8976],[151.24235,-33.89738],[151.24108,-33.8967],[151.24094,-33.89473],[151.25121,-33.89616],[151.25199,-33.89774],[151.25228,-33.89887],[151.25263,-33.8994],[151.25362,-33.90032],[151.25285,-33.904],[151.24482,-33.90284]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1063,800,1410
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1949","Bondi Junction - Waverly (1949)","[[151.25362,-33.90032],[151.25263,-33.8994],[151.25228,-33.89887],[151.25199,-33.89774],[151.25121,-33.89616],[151.26111,-33.89742],[151.26095,-33.89814],[151.25974,-33.89795],[151.25935,-33.89884],[151.25875,-33.89928],[151.25862,-33.89964],[151.25828,-33.89972],[151.258,-33.90097],[151.257,-33.90084],[151.25703,-33.90071],[151.25362,-33.90032]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1037,814,1321
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1950","Bondi Junction - Waverly (1950)","[[151.24196,-33.89017],[151.24512,-33.89114],[151.24473,-33.89306],[151.24951,-33.89372],[151.24938,-33.89444],[151.2498,-33.8945],[151.24973,-33.89486],[151.24994,-33.89489],[151.24988,-33.8952],[151.25047,-33.89606],[151.24094,-33.89473],[151.24196,-33.89017]]","07/31/2016 - 08/28/2016, Every day, Daily Average",981,664,1448
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1951","Bondi Junction - Waverly (1951)","[[151.24951,-33.89372],[151.24984,-33.89208],[151.24963,-33.89062],[151.2524,-33.89015],[151.25249,-33.89041],[151.25387,-33.89078],[151.25338,-33.89102],[151.25351,-33.89116],[151.25335,-33.8915],[151.25281,-33.89177],[151.25312,-33.89234],[151.25328,-33.89236],[151.25324,-33.89278],[151.25184,-33.89261],[151.25155,-33.89402],[151.25031,-33.89383],[151.25026,-33.89436],[151.25058,-33.89441],[151.25157,-33.89592],[151.25151,-33.8962],[151.25047,-33.89606],[151.24988,-33.8952],[151.24994,-33.89489],[151.24973,-33.89486],[151.2498,-33.8945],[151.24938,-33.89444],[151.24951,-33.89372]]","07/31/2016 - 08/28/2016, Every day, Daily Average",930,690,1252
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1952","Bondi Junction - Waverly (1952)","[[151.25324,-33.89278],[151.25463,-33.89298],[151.25555,-33.89278],[151.25973,-33.89333],[151.25895,-33.89709],[151.25151,-33.8962],[151.25157,-33.89592],[151.25058,-33.89441],[151.25026,-33.89436],[151.25031,-33.89383],[151.25155,-33.89402],[151.25184,-33.89261],[151.25324,-33.89278]]","07/31/2016 - 08/28/2016, Every day, Daily Average",977,736,1295
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1953","Bondi Junction - Waverly (1953)","[[151.24196,-33.89017],[151.24078,-33.88996],[151.24092,-33.88977],[151.24215,-33.88954],[151.24361,-33.88957],[151.24822,-33.89056],[151.24951,-33.89054],[151.24963,-33.89062],[151.24984,-33.89208],[151.24951,-33.89372],[151.24473,-33.89306],[151.24512,-33.89114],[151.24196,-33.89017]]","07/31/2016 - 08/28/2016, Every day, Daily Average",853,608,1195
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1954","Bondi Junction - Waverly (1954)","[[151.25947,-33.88936],[151.25935,-33.88993],[151.25875,-33.88984],[151.25837,-33.89162],[151.2582,-33.89243],[151.2588,-33.89251],[151.25865,-33.89319],[151.25555,-33.89278],[151.25463,-33.89298],[151.25324,-33.89278],[151.25328,-33.89236],[151.25312,-33.89234],[151.25281,-33.89177],[151.25335,-33.8915],[151.25351,-33.89116],[151.25338,-33.89102],[151.25617,-33.88938],[151.25743,-33.88882],[151.25877,-33.88943],[151.25947,-33.88936]]","07/31/2016 - 08/28/2016, Every day, Daily Average",981,734,1309
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1956","Centennial Park (1956)","[[151.22255,-33.9013],[151.22328,-33.901],[151.22397,-33.90113],[151.2246,-33.90095],[151.22695,-33.8987],[151.22715,-33.89834],[151.22713,-33.89791],[151.22644,-33.89739],[151.22699,-33.89684],[151.22754,-33.89704],[151.2282,-33.89704],[151.22901,-33.89674],[151.22949,-33.89635],[151.23276,-33.89126],[151.2329,-33.88972],[151.23372,-33.88964],[151.23726,-33.8907],[151.23904,-33.89043],[151.24043,-33.88989],[151.24196,-33.89017],[151.24092,-33.89484],[151.24108,-33.8967],[151.24235,-33.89738],[151.24246,-33.8976],[151.2416,-33.90274],[151.24022,-33.903],[151.23913,-33.903],[151.23544,-33.90493],[151.2325,-33.90494],[151.23114,-33.90628],[151.22617,-33.90417],[151.22284,-33.9014],[151.22255,-33.9013]]","07/31/2016 - 08/28/2016, Every day, Daily Average",848,611,1176
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1957","Double Bay - Bellevue Hill (1957)","[[151.25894,-33.88719],[151.25881,-33.88772],[151.25811,-33.88836],[151.25732,-33.88889],[151.25607,-33.88938],[151.25612,-33.88901],[151.25563,-33.88895],[151.25577,-33.88802],[151.25632,-33.888],[151.25637,-33.8876],[151.2529,-33.88687],[151.2521,-33.88654],[151.24845,-33.88618],[151.24858,-33.88599],[151.24845,-33.88595],[151.24817,-33.88608],[151.24759,-33.88601],[151.24703,-33.88642],[151.24648,-33.8864],[151.24627,-33.88371],[151.2456,-33.88368],[151.24499,-33.88306],[151.24484,-33.88318],[151.24455,-33.88261],[151.2446,-33.88237],[151.24426,-33.8819],[151.24447,-33.88138],[151.24473,-33.88133],[151.24387,-33.88136],[151.24338,-33.88092],[151.24335,-33.88071],[151.24385,-33.88025],[151.24546,-33.87945],[151.24461,-33.87723],[151.24487,-33.87713],[151.24505,-33.87726],[151.24486,-33.87753],[151.24513,-33.87778],[151.24533,-33.87759],[151.24568,-33.87774],[151.24828,-33.87941],[151.24872,-33.88036],[151.24901,-33.88055],[151.25031,-33.88096],[151.25083,-33.88203],[151.25233,-33.88232],[151.25464,-33.88456],[151.2557,-33.88536],[151.25655,-33.88587],[151.25839,-33.88656],[151.25894,-33.88719]]","07/31/2016 - 08/28/2016, Every day, Daily Average",885,654,1195
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1958","Double Bay - Bellevue Hill (1958)","[[151.26379,-33.88149],[151.26451,-33.88257],[151.26781,-33.88518],[151.26762,-33.88541],[151.26565,-33.8872],[151.26403,-33.88808],[151.26274,-33.88795],[151.26145,-33.88815],[151.26023,-33.88852],[151.25972,-33.88921],[151.25892,-33.88944],[151.25743,-33.88882],[151.25881,-33.88772],[151.25903,-33.88681],[151.25945,-33.88599],[151.2596,-33.88479],[151.25948,-33.88423],[151.2589,-33.88313],[151.2589,-33.8827],[151.26029,-33.88225],[151.26048,-33.88288],[151.26032,-33.88339],[151.26112,-33.88395],[151.2615,-33.88361],[151.26177,-33.88311],[151.26242,-33.8828],[151.26251,-33.88246],[151.26379,-33.88149]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1040,767,1409
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1959","Double Bay - Bellevue Hill (1959)","[[151.24487,-33.87713],[151.24627,-33.87592],[151.24715,-33.87466],[151.24882,-33.87519],[151.24884,-33.87499],[151.25279,-33.87514],[151.2531,-33.87599],[151.25289,-33.87709],[151.25299,-33.87773],[151.2552,-33.87993],[151.25684,-33.88073],[151.25827,-33.88235],[151.2583,-33.88301],[151.25927,-33.88382],[151.2596,-33.88479],[151.25945,-33.88599],[151.25894,-33.88719],[151.25839,-33.88656],[151.25655,-33.88587],[151.2557,-33.88536],[151.25464,-33.88456],[151.25233,-33.88232],[151.25083,-33.88203],[151.25031,-33.88096],[151.24872,-33.88036],[151.24828,-33.87941],[151.24568,-33.87774],[151.24533,-33.87759],[151.24513,-33.87778],[151.24486,-33.87753],[151.24505,-33.87726],[151.24487,-33.87713]]","07/31/2016 - 08/28/2016, Every day, Daily Average",837,591,1183
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1960","Double Bay - Bellevue Hill (1960)","[[151.25306,-33.87584],[151.25345,-33.87593],[151.25395,-33.87664],[151.25441,-33.8768],[151.25445,-33.87733],[151.2547,-33.87747],[151.25561,-33.87692],[151.256,-33.87631],[151.25658,-33.87653],[151.25672,-33.87582],[151.2603,-33.87542],[151.26057,-33.87621],[151.26166,-33.87704],[151.26194,-33.87774],[151.26225,-33.87966],[151.26379,-33.88149],[151.26251,-33.88246],[151.26242,-33.8828],[151.26177,-33.88311],[151.2615,-33.88361],[151.26112,-33.88395],[151.26032,-33.88339],[151.26048,-33.88288],[151.26029,-33.88225],[151.2589,-33.8827],[151.25903,-33.88351],[151.2583,-33.88301],[151.25827,-33.88235],[151.25684,-33.88073],[151.2552,-33.87993],[151.25299,-33.87773],[151.25289,-33.87709],[151.25306,-33.87584]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1064,745,1518
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1961","Double Bay - Bellevue Hill (1961)","[[151.23249,-33.8805],[151.23185,-33.88039],[151.23216,-33.8792],[151.23171,-33.87878],[151.2322,-33.87828],[151.23189,-33.8779],[151.2321,-33.87755],[151.23179,-33.87748],[151.2318,-33.8772],[151.23079,-33.87695],[151.23085,-33.87685],[151.22952,-33.87679],[151.22974,-33.87657],[151.22968,-33.87639],[151.23325,-33.87706],[151.23518,-33.87855],[151.23753,-33.87901],[151.23766,-33.87997],[151.23804,-33.88102],[151.23726,-33.88121],[151.23741,-33.88169],[151.23703,-33.88142],[151.23667,-33.88175],[151.23547,-33.88091],[151.23405,-33.87932],[151.23383,-33.87948],[151.23387,-33.87968],[151.23291,-33.87977],[151.23249,-33.8805]]","07/31/2016 - 08/28/2016, Every day, Daily Average",648,437,959
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1962","Double Bay - Bellevue Hill (1962)","[[151.24134,-33.87851],[151.24201,-33.87848],[151.24294,-33.87773],[151.24461,-33.87723],[151.24546,-33.87945],[151.24385,-33.88025],[151.24321,-33.88082],[151.24273,-33.88093],[151.24294,-33.88117],[151.24267,-33.88134],[151.24221,-33.88091],[151.2414,-33.88126],[151.24092,-33.88066],[151.23807,-33.88119],[151.23764,-33.8799],[151.2376,-33.87905],[151.23856,-33.87924],[151.23983,-33.8787],[151.24134,-33.87851]]","07/31/2016 - 08/28/2016, Every day, Daily Average",734,498,1081
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1963","Double Bay - Bellevue Hill (1963)","[[151.22968,-33.87639],[151.22927,-33.87631],[151.22955,-33.87606],[151.23059,-33.8741],[151.23182,-33.87475],[151.2326,-33.8748],[151.23361,-33.87419],[151.23452,-33.87321],[151.23529,-33.87362],[151.23511,-33.87393],[151.23567,-33.87423],[151.23646,-33.87403],[151.23616,-33.87449],[151.23737,-33.8747],[151.23769,-33.87542],[151.23816,-33.8756],[151.23841,-33.87591],[151.23937,-33.87611],[151.23871,-33.8772],[151.23817,-33.87708],[151.23804,-33.87728],[151.23779,-33.87718],[151.23761,-33.8774],[151.2371,-33.87712],[151.23722,-33.87701],[151.23616,-33.8767],[151.23586,-33.87719],[151.2359,-33.87768],[151.23624,-33.87788],[151.236,-33.87835],[151.23512,-33.87825],[151.23518,-33.87855],[151.23325,-33.87706],[151.22968,-33.87639]]","07/31/2016 - 08/28/2016, Every day, Daily Average",639,431,946
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1964","Double Bay - Bellevue Hill (1964)","[[151.23518,-33.87855],[151.23512,-33.87825],[151.236,-33.87835],[151.23624,-33.87788],[151.2359,-33.87768],[151.23586,-33.87719],[151.23616,-33.8767],[151.23722,-33.87701],[151.2371,-33.87712],[151.23761,-33.8774],[151.23779,-33.87718],[151.23804,-33.87728],[151.23817,-33.87708],[151.23871,-33.8772],[151.23886,-33.87694],[151.24161,-33.87732],[151.24134,-33.87851],[151.23983,-33.8787],[151.23861,-33.87923],[151.23518,-33.87855]]","07/31/2016 - 08/28/2016, Every day, Daily Average",720,489,1058
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1965","Double Bay - Bellevue Hill (1965)","[[151.23886,-33.87694],[151.24134,-33.87295],[151.2425,-33.87347],[151.24245,-33.87364],[151.24301,-33.8738],[151.24456,-33.87386],[151.24616,-33.87339],[151.24638,-33.8737],[151.24645,-33.87404],[151.24598,-33.87523],[151.24285,-33.87497],[151.24277,-33.87558],[151.24204,-33.87542],[151.24161,-33.87732],[151.23886,-33.87694]]","07/31/2016 - 08/28/2016, Every day, Daily Average",797,566,1120
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1966","Double Bay - Bellevue Hill (1966)","[[151.24598,-33.87523],[151.24662,-33.87532],[151.24627,-33.87592],[151.24496,-33.87712],[151.24294,-33.87773],[151.24201,-33.87848],[151.24134,-33.87851],[151.24204,-33.87542],[151.24277,-33.87558],[151.24285,-33.87497],[151.24598,-33.87523]]","07/31/2016 - 08/28/2016, Every day, Daily Average",784,553,1110
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1967","Double Bay - Bellevue Hill (1967)","[[151.23452,-33.87321],[151.23526,-33.8717],[151.23539,-33.8705],[151.23603,-33.87045],[151.23615,-33.87064],[151.2363,-33.87051],[151.23662,-33.87122],[151.23687,-33.87124],[151.23721,-33.87062],[151.23819,-33.87087],[151.23967,-33.871],[151.24019,-33.87096],[151.24042,-33.87067],[151.24121,-33.87078],[151.24091,-33.87181],[151.24103,-33.87258],[151.24134,-33.87295],[151.23937,-33.87611],[151.23841,-33.87591],[151.23816,-33.8756],[151.23769,-33.87542],[151.23737,-33.8747],[151.23616,-33.87449],[151.23646,-33.87403],[151.23567,-33.87423],[151.23511,-33.87393],[151.23529,-33.87362],[151.23452,-33.87321]]","07/31/2016 - 08/28/2016, Every day, Daily Average",742,530,1036
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1968","Double Bay - Bellevue Hill (1968)","[[151.25563,-33.87123],[151.25552,-33.87141],[151.25287,-33.87016],[151.25329,-33.87083],[151.25252,-33.87211],[151.25191,-33.87267],[151.25117,-33.87302],[151.25275,-33.87308],[151.25279,-33.87514],[151.24884,-33.87499],[151.24882,-33.87519],[151.24715,-33.87466],[151.24662,-33.87526],[151.24598,-33.87523],[151.24645,-33.87388],[151.24586,-33.87285],[151.24587,-33.87234],[151.24616,-33.8721],[151.24726,-33.87204],[151.24842,-33.87149],[151.24936,-33.87076],[151.24988,-33.8699],[151.24997,-33.86937],[151.24978,-33.86825],[151.24882,-33.86791],[151.24897,-33.86687],[151.24869,-33.86675],[151.24849,-33.8664],[151.24898,-33.86568],[151.24906,-33.86497],[151.24986,-33.86429],[151.25145,-33.86384],[151.25247,-33.86374],[151.25278,-33.86398],[151.25285,-33.86425],[151.2527,-33.86453],[151.25281,-33.86477],[151.25414,-33.865],[151.25492,-33.86433],[151.25508,-33.86442],[151.25531,-33.86426],[151.25592,-33.86357],[151.25648,-33.86396],[151.25669,-33.86431],[151.25663,-33.86453],[151.25626,-33.86508],[151.25599,-33.86509],[151.25545,-33.8656],[151.25532,-33.86641],[151.25411,-33.86731],[151.2536,-33.86827],[151.25342,-33.86909],[151.25412,-33.87044],[151.25563,-33.87123]]","07/31/2016 - 08/28/2016, Every day, Daily Average",864,614,1214
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1969","Double Bay - Bellevue Hill (1969)","[[151.25306,-33.87584],[151.25278,-33.875],[151.25275,-33.87308],[151.25117,-33.87302],[151.25191,-33.87267],[151.25252,-33.87211],[151.25329,-33.87083],[151.25287,-33.87016],[151.25552,-33.87141],[151.25563,-33.87123],[151.25834,-33.8721],[151.26004,-33.8723],[151.26219,-33.87216],[151.26187,-33.87261],[151.26146,-33.87257],[151.26151,-33.87309],[151.26052,-33.87308],[151.26061,-33.87366],[151.26001,-33.87364],[151.2603,-33.87542],[151.25672,-33.87582],[151.25658,-33.87653],[151.256,-33.87631],[151.25561,-33.87692],[151.2547,-33.87747],[151.25445,-33.87733],[151.25441,-33.8768],[151.25395,-33.87664],[151.25345,-33.87593],[151.25306,-33.87584]]","07/31/2016 - 08/28/2016, Every day, Daily Average",911,666,1245
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1973","Dover Heights (1973)","[[151.27415,-33.87258],[151.27509,-33.8727],[151.27583,-33.87255],[151.27677,-33.87357],[151.27706,-33.87276],[151.27817,-33.87289],[151.278,-33.87403],[151.27837,-33.87411],[151.27751,-33.8786],[151.2774,-33.87859],[151.27733,-33.87894],[151.27473,-33.87867],[151.27483,-33.87816],[151.27372,-33.87805],[151.27364,-33.87855],[151.27352,-33.87854],[151.27348,-33.87886],[151.27329,-33.87884],[151.27324,-33.87907],[151.27096,-33.87875],[151.27088,-33.87916],[151.27045,-33.8791],[151.27041,-33.87767],[151.27188,-33.87612],[151.27415,-33.87258]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1105,809,1508
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1977","Paddington - Moore Park (1977)","[[151.22066,-33.90471],[151.21429,-33.90384],[151.21503,-33.9009],[151.22257,-33.90146],[151.22354,-33.90372],[151.22325,-33.90469],[151.22218,-33.90454],[151.22208,-33.90491],[151.22066,-33.90471]]","07/31/2016 - 08/28/2016, Every day, Daily Average",821,542,1242
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1978","Paddington - Moore Park (1978)","[[151.2182,-33.88504],[151.21972,-33.88797],[151.22081,-33.89102],[151.22174,-33.89565],[151.22263,-33.90107],[151.22257,-33.90146],[151.21503,-33.9009],[151.2182,-33.88504]]","07/31/2016 - 08/28/2016, Every day, Daily Average",718,484,1064
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1979","Paddington - Moore Park (1979)","[[151.21902,-33.88661],[151.22122,-33.88673],[151.22355,-33.8872],[151.22619,-33.88815],[151.22893,-33.88946],[151.22838,-33.89023],[151.22996,-33.89169],[151.22911,-33.89251],[151.22981,-33.8929],[151.22952,-33.8933],[151.22943,-33.89434],[151.22373,-33.90005],[151.22242,-33.89985],[151.22096,-33.89159],[151.2198,-33.88817],[151.21902,-33.88661]]","07/31/2016 - 08/28/2016, Every day, Daily Average",736,508,1064
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1981","Paddington - Moore Park (1981)","[[151.22616,-33.88531],[151.22628,-33.88498],[151.22729,-33.88509],[151.22808,-33.88542],[151.23082,-33.88742],[151.23282,-33.88922],[151.23372,-33.88964],[151.23189,-33.88988],[151.22833,-33.8867],[151.22835,-33.88623],[151.22715,-33.88595],[151.22742,-33.88568],[151.22616,-33.88531]]","07/31/2016 - 08/28/2016, Every day, Daily Average",751,534,1054
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1982","Paddington - Moore Park (1982)","[[151.23189,-33.88988],[151.2303,-33.8898],[151.22908,-33.88951],[151.22538,-33.88778],[151.22616,-33.88531],[151.22742,-33.88568],[151.22715,-33.88595],[151.22835,-33.88623],[151.22833,-33.8867],[151.23189,-33.88988]]","07/31/2016 - 08/28/2016, Every day, Daily Average",725,503,1043
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1983","Paddington - Moore Park (1983)","[[151.22538,-33.88778],[151.22355,-33.8872],[151.22047,-33.88667],[151.22087,-33.88344],[151.22101,-33.88333],[151.22481,-33.88476],[151.22628,-33.88498],[151.22538,-33.88778]]","07/31/2016 - 08/28/2016, Every day, Daily Average",708,503,995
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","1984","Paddington - Moore Park (1984)","[[151.2182,-33.88504],[151.21864,-33.88303],[151.2192,-33.88163],[151.21992,-33.88207],[151.22101,-33.88333],[151.22081,-33.88353],[151.22047,-33.88667],[151.21902,-33.88661],[151.2182,-33.88504]]","07/31/2016 - 08/28/2016, Every day, Daily Average",720,506,1022
